,TA1,TA2,TA3,TA4,TA5,TA6,TA7
15/01/1992,10.404,2.366,24.137,0.845,5.929,26.674,21.449
15/02/1992,9.888,1.883,24.663,1.405,5.809,27.241,22.342
15/03/1992,9.711,1.95,24.495,0.97,5.739,28.082,22.491
15/04/1992,9.821,2.045,24.031,0.296,6.176,28.676,21.48
15/05/1992,10.669,2.658,23.043,-0.177,7.103,28.545,20.342
15/06/1992,12.387,4.633,21.928,-0.785,8.687,27.119,19.114
15/07/1992,14.258,5.858,20.89,-1.363,11.023,25.993,18.21
15/08/1992,13.983,6.64,20.191,-1.659,13.177,25.186,17.83
15/09/1992,13.49,5.793,20.04,-1.748,13.334,25.025,17.784
15/10/1992,13.014,3.85,20.3,-1.776,10.983,25.075,18.074
15/11/1992,11.7,3.062,21.122,-1.527,8.869,25.222,18.866
15/12/1992,10.424,2.262,22.955,-0.481,7.294,25.182,20.429
15/01/1993,9.749,2.139,24.581,0.553,6.352,25.797,21.544
15/02/1993,9.794,1.718,25.536,1.297,5.816,26.809,22.287
15/03/1993,9.677,1.374,25.483,0.877,5.613,27.667,22.327
15/04/1993,9.852,2.154,24.912,0.214,5.984,28.496,21.331
15/05/1993,10.841,2.599,23.266,-0.497,6.599,28.381,19.892
15/06/1993,12.403,3.85,22.033,-1.118,8.325,27.283,18.611
15/07/1993,14.743,5.188,21.038,-1.516,11.364,26.156,17.743
15/08/1993,15.664,5.638,20.422,-1.726,13.465,25.46,17.223
15/09/1993,14.786,5.515,20.721,-1.757,13.46,25.377,17.228
15/10/1993,13.11,4.069,21.154,-1.764,11.623,25.426,17.56
15/11/1993,11.649,2.931,21.93,-1.623,9.436,25.463,18.65
15/12/1993,10.531,3.177,23.026,-0.457,7.542,25.48,20.555
15/01/1994,9.538,2.097,24.374,0.461,6.435,25.921,21.913
15/02/1994,9.211,2.035,25.157,1.442,6.184,26.379,22.756
15/03/1994,9.332,1.851,25.078,0.978,5.915,27.124,22.402
15/04/1994,9.583,2.262,24.389,0.275,6.081,27.464,21.387
15/05/1994,10.376,3.302,23.192,-0.302,6.861,27.35,20.004
15/06/1994,11.872,4.363,22,-0.803,8.738,26.748,18.809
15/07/1994,13.177,6.265,21.028,-1.419,11.776,25.657,17.93
15/08/1994,13.928,7.191,20.452,-1.662,14.57,25.107,17.31
15/09/1994,14.035,6.28,20.138,-1.733,14.179,25.243,17.229
15/10/1994,13.578,4.04,20.54,-1.759,11.652,25.691,17.841
15/11/1994,11.835,3.153,21.537,-1.392,9.806,25.964,19.032
15/12/1994,10.548,3.081,23.05,-0.428,8.076,26.112,20.531
15/01/1995,9.91,2.3,24.28,0.348,6.551,26.431,21.967
15/02/1995,9.569,1.562,25.295,1.234,5.922,26.98,22.852
15/03/1995,9.663,1.215,25.487,0.709,6.042,27.396,22.758
15/04/1995,10.63,0.999,24.717,0.043,6.05,27.586,21.48
15/05/1995,11.777,1.455,23.277,-0.643,6.855,27.013,20.25
15/06/1995,13.491,3.395,22.23,-1.24,8.174,26.561,18.939
15/07/1995,15.193,4.914,20.975,-1.512,11,25.963,18.279
15/08/1995,15.854,6.253,20.331,-1.691,13.963,24.971,17.877
15/09/1995,15.259,6.039,20.316,-1.749,13.351,24.77,17.688
15/10/1995,13.403,4.653,20.535,-1.741,10.905,24.756,18.14
15/11/1995,12.317,3.093,21.524,-1.379,9.342,24.852,19.285
15/12/1995,11.508,2.537,22.794,-0.648,7.896,24.936,20.512
15/01/1996,10.75,2.049,24.102,0.334,6.914,25.355,21.889
15/02/1996,10.462,2.064,25.466,1.132,6.461,26.156,22.928
15/03/1996,10.313,1.614,25.188,0.653,6.354,27.175,22.978
15/04/1996,10.884,2.028,24.452,0.076,6.434,27.308,21.785
15/05/1996,11.612,2.733,23.233,-0.647,7.296,27.048,20.621
15/06/1996,12.565,4.04,22.088,-1.143,9.092,26.463,19.333
15/07/1996,14.933,5.833,20.93,-1.491,11.643,25.73,18.431
15/08/1996,15.591,6.723,20.118,-1.658,14.344,25.17,17.838
15/09/1996,15.339,6.436,19.919,-1.642,13.905,25.01,17.689
15/10/1996,13.471,4.427,20.142,-1.665,11.731,24.857,18.079
15/11/1996,12.135,2.628,21.171,-1.326,9.632,24.892,19.093
15/12/1996,11.345,2.233,22.4,-0.639,7.967,24.612,20.757
15/01/1997,10.638,1.815,23.651,0.495,6.964,25.128,22.52
15/02/1997,10.273,1.201,24.341,1.317,6.568,26.028,23.509
15/03/1997,10.028,0.976,24.338,0.722,6.094,27.318,22.988
15/04/1997,11.034,1.398,23.712,0.166,6.358,27.907,21.567
15/05/1997,11.892,2.015,22.578,-0.406,7.214,28.317,20.213
15/06/1997,13.298,3.509,21.66,-0.886,9.163,28.123,19.134
15/07/1997,15.55,5.743,20.864,-1.46,12.09,27.892,18.179
15/08/1997,15.932,7.194,20.364,-1.67,14.32,27.755,17.512
15/09/1997,15.309,5.79,20.524,-1.719,13.857,27.737,17.457
15/10/1997,14.42,4.322,20.837,-1.744,11.402,27.876,18.073
15/11/1997,12.813,3.433,21.904,-1.517,9.115,27.958,18.947
15/12/1997,11.604,3.13,23.263,-0.505,7.102,28.144,20.502
15/01/1998,10.387,2.89,24.424,0.571,6.117,28.288,21.71
15/02/1998,10.016,2.239,25.684,1.33,5.46,28.654,22.059
15/03/1998,10.216,1.519,25.676,0.808,5.324,29.107,21.844
15/04/1998,10.589,1.924,24.797,0.12,5.489,29.136,20.853
15/05/1998,11.699,2.518,23.507,-0.325,6.387,28.676,19.703
15/06/1998,13.552,4.477,22.47,-0.777,8.264,27.143,18.603
15/07/1998,15.526,5.913,21.703,-1.491,11.397,26.213,17.953
15/08/1998,16.827,6.961,20.726,-1.66,13.966,25.526,17.489
15/09/1998,15.773,6.058,20.521,-1.726,13.251,25.176,17.451
15/10/1998,14.403,4.651,20.683,-1.751,11.285,24.933,18.23
15/11/1998,12.442,3.002,21.569,-1.501,8.83,25.04,19.235
15/12/1998,11.313,3.316,22.872,-0.514,7.055,24.864,20.934
15/01/1999,10.165,2.701,24.206,0.379,6.173,25.224,22.283
15/02/1999,10.224,1.991,25.207,1.254,5.556,26.113,23.063
15/03/1999,10.174,1.778,25.272,0.64,5.124,27.219,22.879
15/04/1999,10.671,1.96,24.61,0.148,5.436,27.285,21.764
15/05/1999,11.472,2.763,23.425,-0.522,6.674,27.036,20.514
15/06/1999,13.166,4.824,22.211,-1.175,8.388,26.239,19.263
15/07/1999,14.757,7.152,21.043,-1.618,11.386,25.396,18.349
15/08/1999,15.797,7.719,20.356,-1.678,13.711,24.762,17.684
15/09/1999,14.728,6.677,20.444,-1.722,13.219,24.41,17.556
15/10/1999,13.118,5.597,20.56,-1.707,11.173,24.175,18.038
15/11/1999,11.9,3.612,21.66,-1.457,8.711,24.146,18.832
15/12/1999,11.325,2.968,22.798,-0.666,7.161,24.191,20.511
15/01/2000,10.372,2.101,23.804,0.273,6.13,24.404,22.059
15/02/2000,10.32,1.77,25.18,1.199,5.423,25.608,23.043
15/03/2000,10.481,1.416,25.162,0.689,5.217,26.73,22.845
15/04/2000,10.628,2.158,24.417,-0.007,5.489,27.579,21.765
15/05/2000,11.571,2.774,23.196,-0.657,6.615,27.12,20.214
15/06/2000,12.481,4.317,22.033,-1.318,8.605,26.029,19.093
15/07/2000,15.095,6.95,21.028,-1.624,11.707,25.411,18.142
15/08/2000,16.128,7.864,20.494,-1.704,14.57,24.983,17.559
15/09/2000,15.357,6.701,20.307,-1.725,14.597,24.983,17.549
15/10/2000,12.987,5.291,20.634,-1.739,11.657,24.873,18.008
15/11/2000,11.709,3.93,21.529,-1.554,9.082,24.805,19.21
15/12/2000,10.851,3.133,23.16,-0.802,7.277,24.899,20.606
15/01/2001,10.186,2.516,24.771,0.393,6.114,25.243,22.142
15/02/2001,10.021,2.365,25.534,1.296,5.473,26.188,22.899
15/03/2001,10.074,1.996,25.258,0.706,5.216,27.299,22.944
15/04/2001,10.279,2.122,24.743,0.182,5.594,27.742,21.947
15/05/2001,11.406,2.362,23.616,-0.441,6.36,27.211,20.324
15/06/2001,13.558,3.746,22.091,-1.025,8.632,26.469,19.248
15/07/2001,15.115,6.212,20.977,-1.403,11.941,25.721,18.286
15/08/2001,15.89,7.099,20.223,-1.626,14.646,25.113,17.75
15/09/2001,15.803,7.009,20.118,-1.733,13.593,24.605,17.739
15/10/2001,13.176,5.726,20.242,-1.753,10.992,24.726,18.043
15/11/2001,12.441,3.183,21.802,-1.535,8.567,24.81,19.132
15/12/2001,11.588,3.035,23.107,-0.794,6.827,24.849,20.463
15/01/2002,10.845,2.357,24.339,-0.023,6.036,25.299,22.237
15/02/2002,10.131,1.669,24.989,0.958,5.684,26.228,23.235
15/03/2002,10.015,1.615,25.228,0.654,5.428,27.512,22.955
15/04/2002,10.296,2.596,24.428,0.179,6.028,27.788,21.913
15/05/2002,10.891,2.836,23.608,-0.366,7.33,27.613,20.54
15/06/2002,11.775,4.938,22.439,-0.914,8.815,26.986,19.329
15/07/2002,13.922,7.024,21.589,-1.434,11.125,26.156,18.2
15/08/2002,15.724,7.562,20.571,-1.65,13.872,25.557,17.551
15/09/2002,15.207,6.513,20.322,-1.772,13.762,25.582,17.364
15/10/2002,13.281,5.507,20.797,-1.741,11.668,25.901,18.041
15/11/2002,11.492,4.192,21.946,-1.608,8.82,26.223,19.167
15/12/2002,10.677,4.393,23.398,-0.648,6.928,26.3,20.21
15/01/2003,10.267,3.731,25.179,0.37,5.717,26.267,21.926
15/02/2003,9.781,3.008,25.948,1.318,5.579,26.696,22.52
15/03/2003,9.547,3.238,26.01,0.738,5.583,27.424,22.09
15/04/2003,10.141,3.556,25.172,0.003,5.717,27.422,21.435
15/05/2003,10.84,3.725,23.808,-0.471,6.768,26.745,20.237
15/06/2003,11.84,5.618,22.601,-1.121,8.366,26.335,18.975
15/07/2003,13.683,7.575,21.427,-1.62,11.531,25.991,18.161
15/08/2003,14.957,9.414,20.966,-1.718,14.147,25.534,17.623
15/09/2003,14.867,7.72,20.771,-1.788,13.917,25.31,17.69
15/10/2003,13.923,5.488,20.939,-1.788,11.186,25.548,17.999
15/11/2003,11.86,4.405,21.918,-1.464,9.245,25.691,18.898
15/12/2003,11.241,3.773,23.274,-0.6,7.355,25.883,20.45
15/01/2004,10.596,3.27,23.986,0.367,6.28,26.215,21.722
15/02/2004,10.231,2.598,24.785,1.282,5.818,26.724,22.847
15/03/2004,10.118,2.644,24.818,0.677,5.658,27.428,22.679
15/04/2004,10.419,3.026,24.164,-0.026,5.967,27.797,21.784
15/05/2004,11.25,3.41,23.155,-0.631,7.072,27.124,20.229
15/06/2004,12.714,5.519,22.086,-1.279,8.86,26.502,19.039
15/07/2004,14.212,7.769,21.299,-1.725,11.945,25.826,18.023
15/08/2004,14.946,9.093,20.702,-1.787,14.494,25.405,17.569
15/09/2004,14.647,7.693,20.58,-1.774,14.298,25.475,17.473
15/10/2004,13.266,5.821,20.665,-1.736,12.002,25.529,17.864
15/11/2004,12.373,3.698,21.816,-1.419,9.608,25.73,18.867
15/12/2004,11.534,3.664,22.975,-0.438,7.865,25.766,20.699
15/01/2005,10.481,2.761,24.251,0.519,6.922,25.963,22.3
15/02/2005,10.608,2.35,24.918,1.228,6.219,26.391,22.639
15/03/2005,10.919,1.869,25.201,0.71,5.92,27.233,22.288
15/04/2005,10.959,2.781,24.624,0.08,6.18,27.846,21.639
15/05/2005,11.873,2.554,23.34,-0.473,7.177,27.641,20.234
15/06/2005,13.324,4.164,22.097,-1.219,8.801,26.827,19.125
15/07/2005,15.31,6.983,20.951,-1.383,11.759,26.088,18.058
15/08/2005,16.861,7.885,20.469,-1.692,14.106,25.524,17.421
15/09/2005,15.961,6.24,20.175,-1.755,14.403,25.067,17.455
15/10/2005,13.75,4.425,20.459,-1.768,11.596,24.779,18.013
15/11/2005,12.136,3.44,21.574,-1.558,9.455,24.421,19.151
15/12/2005,11.778,3.084,23.031,-0.65,7.817,24.265,20.677
15/01/2006,10.912,2.781,24.306,0.462,6.392,25.074,22.267
15/02/2006,10.483,2.594,25.309,1.399,5.596,26.295,23.171
15/03/2006,10.542,2.287,25.403,0.862,5.483,26.971,23.043
15/04/2006,11.099,2.249,24.418,-0.058,5.834,27.574,22.2
15/05/2006,11.804,2.712,23.193,-0.679,6.697,27.359,20.44
15/06/2006,13.336,4.05,21.884,-1.484,8.828,26.674,19.169
15/07/2006,15.164,6.564,20.746,-1.747,11.579,25.96,18.176
15/08/2006,16.592,7.68,20.589,-1.696,14.547,25.686,17.618
15/09/2006,15.729,6.579,20.57,-1.769,14.379,25.889,17.351
15/10/2006,13.794,5.086,20.51,-1.785,11.76,25.99,17.827
15/11/2006,12.755,3.185,21.256,-1.693,9.51,26.011,18.757
15/12/2006,11.245,3.451,22.978,-0.632,7.402,26.135,20.629
15/01/2007,10.621,2.739,24.543,0.354,6.13,26.235,22.1
15/02/2007,10.365,2.418,25.296,1.25,5.626,26.524,22.572
15/03/2007,10.047,2.48,25.238,0.625,5.633,27.048,22.682
15/04/2007,10.794,2.349,24.655,0.036,5.724,27.435,21.709
15/05/2007,11.702,2.751,23.277,-0.521,6.612,26.839,20.501
15/06/2007,13.054,4.805,22.112,-1.135,8.3,26.206,19.33
15/07/2007,14.805,7.437,21.209,-1.546,10.904,25.446,18.363
15/08/2007,15.528,7.75,20.47,-1.635,13.877,24.505,17.821
15/09/2007,16.562,6.156,20.1,-1.728,13.781,24.173,17.73
15/10/2007,14.48,4.777,20.469,-1.752,11.635,24.072,18.272
15/11/2007,13.558,3.355,21.613,-1.653,8.93,24.007,19.061
15/12/2007,11.946,3.497,22.914,-0.874,7.217,24.106,20.548
15/01/2008,10.731,2.814,24.268,0.001,6.255,24.479,22.189
15/02/2008,10.305,2.287,25.05,0.9,5.75,25.657,22.682
15/03/2008,10.238,2.029,25.264,0.546,5.654,26.845,22.534
15/04/2008,10.606,2.333,24.655,-0.097,5.772,27.435,21.502
15/05/2008,11.722,3.011,23.595,-0.473,6.711,27.42,20.262
15/06/2008,13.539,5.592,22.098,-1.133,8.796,26.715,19.119
15/07/2008,14.731,7.554,21.052,-1.542,11.906,26.181,18.365
15/08/2008,15.296,8.579,20.463,-1.709,14.343,25.905,17.737
15/09/2008,14.708,7.524,20.279,-1.756,13.576,25.406,17.507
15/10/2008,13.729,5.496,20.511,-1.764,11.498,25.341,18.113
15/11/2008,12.412,3.325,21.452,-1.616,9.033,25.267,19.2
15/12/2008,11.564,3.117,22.734,-0.684,7.39,24.973,20.576
15/01/2009,10.869,2.498,24.03,0.184,6.608,25.432,21.989
15/02/2009,10.186,2.416,24.986,1.033,5.998,26.181,23.132
15/03/2009,10.235,2.088,25.141,0.46,5.925,26.763,23.078
15/04/2009,10.38,2.3,24.603,-0.191,6.238,27.769,21.917
15/05/2009,10.571,3.331,23.403,-0.75,7.243,27.797,20.353
15/06/2009,12.246,5.908,22.31,-1.086,9.243,27.386,19.149
15/07/2009,13.921,7.607,21.344,-1.54,11.656,26.75,18.332
15/08/2009,14.276,8.617,20.75,-1.682,13.615,26.052,17.544
15/09/2009,13.88,7.353,20.74,-1.729,12.729,26.019,17.565
15/10/2009,13.551,4.718,21.054,-1.795,10.973,25.936,17.911
15/11/2009,11.643,4.476,22.23,-1.718,8.996,26.203,18.947
15/12/2009,10.659,3.739,23.857,-0.669,7.356,26.528,20.577
15/01/2010,10.341,3.095,25.266,0.338,6.557,26.617,22.239
15/02/2010,10.017,2.839,25.995,1.233,5.917,27.122,22.851
15/03/2010,10.018,2.466,26.027,0.721,5.362,27.721,22.462
15/04/2010,10.566,2.408,25.069,0.077,5.596,28.229,21.81
15/05/2010,12.125,2.806,23.808,-0.572,6.557,27.561,20.365
15/06/2010,13.527,4.907,22.769,-1.402,8.258,26.335,19.333
15/07/2010,14.356,7.341,21.385,-1.746,11.068,25.378,18.485
15/08/2010,16.402,8.264,20.616,-1.8,13.847,24.641,17.842
15/09/2010,15.793,7.636,20.1,-1.8,13.814,24.233,17.841
15/10/2010,13.707,6.073,20.428,-1.8,10.734,23.881,18.213
15/11/2010,12.139,3.853,21.507,-1.663,8.773,24.006,19.332
15/12/2010,11.449,3.224,22.704,-0.654,7.675,24.028,21.127
15/01/2011,11.06,2.779,23.683,0.127,6.88,24.554,22.693
15/02/2011,10.378,2.629,24.923,1.041,6.416,25.801,23.444
15/03/2011,9.998,2.15,25.064,0.606,6.074,26.728,23.058
15/04/2011,10.192,2.331,24.203,0.037,6.347,27.479,22.017
15/05/2011,10.668,2.861,23.111,-0.514,7.056,27.278,20.562
15/06/2011,12.189,4.386,22.1,-1.071,8.763,26.813,19.333
15/07/2011,14.091,6.927,21.018,-1.406,12.064,25.971,18.394
15/08/2011,15.443,7.421,20.427,-1.507,15.058,25.118,17.886
15/09/2011,14.195,6.845,20.335,-1.702,13.615,24.734,17.803
15/10/2011,13.187,5.351,20.442,-1.781,11.35,24.399,18.284
15/11/2011,11.515,4.079,20.842,-1.696,9.518,24.554,19.3
15/12/2011,10.299,3.306,21.945,-0.719,8.135,24.72,20.923
15/01/2012,9.958,2.858,23.839,0.21,6.633,25.211,21.931
15/02/2012,10.057,2.648,24.701,1.095,5.986,26.507,22.622
15/03/2012,9.976,2.241,25.163,0.587,5.607,27.301,22.214
15/04/2012,10.467,2.316,24.254,-0.032,5.674,27.873,21.392
15/05/2012,11.464,2.75,23.289,-0.544,6.724,27.495,20.349
15/06/2012,13.28,5.218,22.019,-1.303,8.557,27.173,19.175
15/07/2012,15.432,7.562,21.227,-1.657,11.485,26.706,18.128
15/08/2012,16.054,7.951,20.339,-1.766,14.224,25.97,17.594
15/09/2012,15.721,6.44,20.294,-1.778,14.011,25.582,17.494
15/10/2012,13.96,4.812,20.491,-1.775,11.15,25.272,18.048
15/11/2012,12.216,3.376,21.526,-1.624,9.092,25.451,19.387
15/12/2012,11.202,3.353,22.787,-0.775,7.553,25.199,20.646
15/01/2013,10.473,2.987,24.081,0.342,6.33,25.358,21.731
15/02/2013,10.073,2.989,24.974,1.179,5.989,26.246,22.158
15/03/2013,10.25,2.398,25.362,0.775,5.74,27.454,22.32
15/04/2013,10.467,2.729,24.717,0.139,6.371,27.719,21.566
15/05/2013,11.169,2.805,23.699,-0.595,7.422,26.845,20.345
15/06/2013,12.51,5.975,22.353,-1.438,8.966,26.018,19.028
15/07/2013,14.718,6.633,21.416,-1.714,12.202,25.437,18.229
15/08/2013,15.716,7.354,20.823,-1.773,14.73,24.966,17.59
15/09/2013,15.722,6.107,20.56,-1.797,13.906,25.091,17.408
15/10/2013,14.415,4.909,20.684,-1.798,11.773,25.238,18.201
15/11/2013,11.91,3.727,21.572,-1.73,9.725,25.207,19.073
15/12/2013,11.025,2.711,22.97,-0.6,8.476,25.39,20.651
15/01/2014,9.514,2.826,24.555,0.072,7.331,25.646,22.007
15/02/2014,9.049,3.145,25.902,1.059,6.625,26.057,22.818
15/03/2014,9.046,2.599,25.639,0.587,6.165,27.301,22.551
15/04/2014,9.373,3.027,24.718,-0.079,6.086,27.974,21.389
15/05/2014,10.512,3.644,23.533,-0.586,7.334,27.895,20.179
15/06/2014,12.296,6.961,22.277,-1.314,9.52,27.558,19.085
15/07/2014,14.338,7.917,21.162,-1.7,12.218,26.659,18.29
15/08/2014,15.744,9.224,20.368,-1.761,14.716,25.868,17.733
15/09/2014,14.819,7.871,20.313,-1.781,14.586,25.615,17.634
15/10/2014,12.762,5.754,20.612,-1.783,11.728,25.895,18.143
15/11/2014,10.882,5.057,21.68,-1.554,9.11,26.109,19.074
15/12/2014,9.983,4.011,23.002,-0.566,7.263,26.048,20.458
15/01/2015,9.242,3.314,25.349,0.2,6.592,26.12,21.642
15/02/2015,9.193,2.815,25.816,1.068,6.366,26.614,22.762
15/03/2015,9.061,2.154,25.296,0.486,6.343,27.372,22.672
15/04/2015,9.427,2.47,24.667,-0.215,6.327,28.357,21.663
15/05/2015,10.527,3.038,23.602,-0.623,7.146,28.336,20.33
15/06/2015,11.786,4.749,22.444,-1.195,8.882,28.09,19.18
15/07/2015,13.096,6.476,21.151,-1.65,11.443,27.641,18.218
15/08/2015,13.846,7.353,20.267,-1.737,14.484,27.221,17.536
15/09/2015,13.658,6.757,20.232,-1.758,14.731,27.39,17.323
15/10/2015,12.724,5.681,20.766,-1.754,12.494,27.411,17.785
15/11/2015,11.243,4.235,21.756,-1.599,9.732,27.525,19.063
15/12/2015,10.231,3.678,23.524,-0.367,7.436,27.635,20.42
15/01/2016,9.375,3.193,24.645,0.301,5.923,28.016,21.737
15/02/2016,8.968,2.942,25.661,0.948,5.508,28.047,22.676
15/03/2016,9.078,2.767,25.522,0.561,5.095,28.659,22.681
15/04/2016,9.369,3.348,24.659,-0.025,5.455,28.471,21.802
15/05/2016,10.869,3.284,23.691,-0.602,6.386,27.749,20.031
15/06/2016,12.434,5.356,22.719,-1.077,8.473,27.076,18.884
15/07/2016,14.362,7.689,21.682,-1.488,12.112,26.037,18.036
15/08/2016,15.614,8.729,21.096,-1.662,14.866,25.143,17.542
15/09/2016,14.409,7.884,20.644,-1.741,14.464,25.342,17.589
15/10/2016,12.558,6.599,20.967,-1.756,11.476,25.061,18.228
15/11/2016,11.818,4.823,21.525,-1.182,8.223,25.183,18.968
15/12/2016,11.096,4.089,23.414,-0.428,6.932,25.2,20.178
15/01/2017,10.459,3.471,25.099,0.714,5.903,25.968,21.893
15/02/2017,9.955,3.303,25.483,1.349,5.664,27.057,23.163
15/03/2017,9.896,2.83,25.385,0.883,5.711,27.739,23.199
15/04/2017,10.508,2.872,24.646,0.202,5.848,28.287,21.891
15/05/2017,11.158,3.715,23.205,-0.537,6.872,27.756,20.5
15/06/2017,12.257,5.37,22.213,-1.041,8.495,26.76,19.299
15/07/2017,14.186,7.641,21.105,-1.582,11.493,26.033,18.331
15/08/2017,14.927,8.293,20.511,-1.707,13.915,25.169,17.842
15/09/2017,14.801,7.636,20.189,-1.674,13.338,24.618,17.724
15/10/2017,13.24,6.106,20.514,-1.589,11.363,24.671,17.993
15/11/2017,12.125,3.932,21.389,-1.104,9.663,24.544,19.094
15/12/2017,11.662,3.549,22.369,-0.934,7.68,24.598,20.562
15/01/2018,10.263,2.897,24.204,0.165,6.708,24.873,22.032
15/02/2018,10.01,2.481,25.028,1.148,6.279,25.98,22.925
15/03/2018,9.743,2.004,25.349,0.587,6.308,26.724,23.178
15/04/2018,9.868,2.814,24.689,-0.085,6.504,27.536,22.189
15/05/2018,10.203,3.402,23.071,-0.506,7.304,27.364,20.808
15/06/2018,12.058,4.993,22.098,-1.046,8.787,26.856,19.372
15/07/2018,14.108,7.196,21.135,-1.49,11.79,26.151,18.467
15/08/2018,14.765,8.206,20.505,-1.739,14.174,25.313,17.928
15/09/2018,14.42,6.768,20.324,-1.779,14.633,25.394,17.749
15/10/2018,13.152,5.121,20.711,-1.795,12.462,25.772,18.151
15/11/2018,11.409,4,21.637,-1.743,10.042,26.101,19.278
15/12/2018,10.558,3.854,23.291,-0.697,7.739,26.147,21.049
15/01/2019,10.224,3.189,25.175,0.253,6.546,26.288,22.378
15/02/2019,9.759,2.914,26.074,1.187,6.081,27.034,23.001
15/03/2019,9.72,2.794,26.114,0.691,5.939,27.864,22.504
15/04/2019,9.612,3.126,25.322,-0.05,6.099,28.353,21.389
15/05/2019,10.909,3.648,23.918,-0.62,7.368,27.978,20.219
15/06/2019,12.76,5.201,22.76,-1.227,9.23,27.136,18.986
15/07/2019,15.384,6.77,21.523,-1.611,12.15,26.05,18.112
15/08/2019,15.673,8.185,20.806,-1.776,14.882,25.531,17.588
15/09/2019,15.171,7.05,20.663,-1.798,14.469,25.147,17.575
15/10/2019,13.097,5.663,20.768,-1.787,12.423,25.201,18.02
15/11/2019,11.523,4.314,21.769,-1.756,10.083,25.665,18.933
15/12/2019,10.659,3.815,23.036,-0.691,7.995,25.501,20.178
15/01/2020,9.97,3.104,24.847,0.259,6.725,26.12,21.865
15/02/2020,9.524,2.777,25.273,1.217,6.324,26.698,23.006
15/03/2020,9.823,2.378,25.478,0.609,6.367,27.311,22.472
15/04/2020,9.992,2.278,24.935,-0.004,7.048,28.131,21.796
15/05/2020,11.126,2.568,23.851,-0.534,7.696,27.453,20.351
15/06/2020,12.476,5.035,22.668,-1.262,9.369,26.351,19.119
15/07/2020,14.182,6.598,21.381,-1.633,12.64,25.676,18.107
15/08/2020,15.32,7.459,20.777,-1.764,14.656,25.136,17.718
15/09/2020,14.972,6.06,20.385,-1.781,14.514,24.675,17.883
15/10/2020,13.391,4.854,20.606,-1.796,12.028,24.566,18.308
15/11/2020,11.278,3.86,21.525,-1.786,10.114,24.732,19.186
15/12/2020,10.404,3.218,22.932,-0.86,8.056,24.898,21.056
15/01/2021,10.141,2.445,24.209,0.054,6.613,25.214,22.639
15/02/2021,9.969,2.293,24.952,1.03,6.231,25.915,23.326
15/03/2021,9.797,2.218,25.322,0.624,6.006,26.858,22.734
15/04/2021,10.431,2.124,24.9,-0.072,6.512,27.216,21.998
15/05/2021,11.214,2.765,23.747,-0.732,7.547,27.037,20.572
15/06/2021,12.146,4.581,22.43,-1.386,9.228,26.669,19.225
15/07/2021,14.562,7.018,21.344,-1.722,11.95,25.831,18.542
15/08/2021,15.44,8.929,20.596,-1.767,14.757,25.18,17.931
15/09/2021,15.483,7.592,20.357,-1.794,14.534,25.079,18.082
15/10/2021,13.807,4.613,20.511,-1.8,12.038,24.908,18.773
15/11/2021,12.285,3.53,21.416,-1.744,9.446,24.728,19.72
15/12/2021,11.603,3.194,22.629,-0.768,8.049,24.492,21.035
15/01/2022,10.793,2.158,24.501,0.156,7.256,24.975,22.558
15/02/2022,10.275,2.011,25.777,1.069,6.975,25.778,23.206
15/03/2022,9.521,1.887,25.442,0.588,6.661,26.755,23.057
15/04/2022,10.408,2.442,24.718,-0.063,6.773,27.053,22.049
15/05/2022,11.518,3.21,23.434,-0.597,7.717,26.661,20.946
15/06/2022,12.87,4.934,22.261,-1.129,9.476,26.062,19.701
15/07/2022,14.978,6.405,21.059,-1.638,12.781,25.657,18.703
15/08/2022,16.75,6.849,20.417,-1.734,15.495,24.983,18.12
15/09/2022,16.637,6.67,20.243,-1.788,14.894,24.598,18.05
15/10/2022,14.61,4.693,20.598,-1.79,12.541,24.422,18.334
15/11/2022,11.87,3.701,21.855,-1.715,10.142,24.876,19.243
15/12/2022,11.127,3.613,22.957,-0.759,8.687,24.746,20.842
